# ETH-XRP Copyright Bittrex Inc. 2017

[TimeStamp], [Open], [Close], [High], [Low], [Volume], [BaseVolume]
6/25/2017 2:07:00 PM,0.00091144,0.00091144,0.00091144,0.00091144,1094.42201352,0.99750000
6/25/2017 2:09:00 PM,0.00091144,0.00091144,0.00091144,0.00091144,1598.12728581,1.45659713
6/25/2017 2:10:00 PM,0.00091144,0.00094000,0.00094000,0.00091144,2639.24699212,2.44609567
6/25/2017 2:13:00 PM,0.00093997,0.00093998,0.00093998,0.00093997,101.96482141,0.09584463
6/25/2017 2:18:00 PM,0.00093993,0.00093998,0.00093998,0.00093993,103.24247037,0.09704236
6/25/2017 2:34:00 PM,0.00092228,0.00092228,0.00092228,0.00092228,1376.40352450,1.26942944
6/25/2017 2:49:00 PM,0.00092228,0.00092228,0.00092228,0.00092228,1253.59140409,1.15616225
6/25/2017 2:50:00 PM,0.00092228,0.00091014,0.00092228,0.00091014,3283.69927469,3.02233330
6/25/2017 3:03:00 PM,0.00091015,0.00091015,0.00091015,0.00091015,200.00000000,0.18203000
6/25/2017 3:06:00 PM,0.00091014,0.00090925,0.00091014,0.00090925,640.52006070,0.58275068
6/25/2017 3:33:00 PM,0.00092000,0.00092000,0.00092000,0.00092000,20.00000000,0.01840000
6/25/2017 3:47:00 PM,0.00093800,0.00093800,0.00093800,0.00093800,46.09000000,0.04323242
6/25/2017 3:48:00 PM,0.00092000,0.00092000,0.00092000,0.00092000,219.04975312,0.20152576
6/25/2017 3:56:00 PM,0.00092000,0.00093800,0.00093800,0.00092000,1657.54781306,1.55177086
6/25/2017 4:05:00 PM,0.00093800,0.00091350,0.00093800,0.00091350,1506.82438364,1.38714141
6/25/2017 4:31:00 PM,0.00092001,0.00092001,0.00092001,0.00092001,500.00000000,0.46000499
6/25/2017 4:32:00 PM,0.00092000,0.00092000,0.00092000,0.00092000,34.16508788,0.03143188
6/25/2017 4:33:00 PM,0.00092000,0.00092000,0.00092000,0.00092000,1215.53324114,1.11829058
6/25/2017 4:34:00 PM,0.00092000,0.00092000,0.00092000,0.00092000,238.00534321,0.21896491
6/25/2017 4:35:00 PM,0.00091350,0.00091350,0.00091350,0.00091350,167.41338135,0.15293212
6/25/2017 4:36:00 PM,0.00091350,0.00091350,0.00092000,0.00091350,333.85288190,0.30497812
6/25/2017 4:40:00 PM,0.00091132,0.00091132,0.00091132,0.00091132,498.47394397,0.45426926
6/25/2017 4:43:00 PM,0.00091132,0.00091132,0.00091132,0.00091132,361.85377723,0.32976458
6/25/2017 4:45:00 PM,0.00091132,0.00090925,0.00091132,0.00090925,4842.20906121,4.40774389
6/25/2017 4:46:00 PM,0.00090925,0.00090925,0.00090925,0.00090925,524.68499313,0.47706983
6/25/2017 4:53:00 PM,0.00090925,0.00090925,0.00090925,0.00090925,19.01251045,0.01728712
6/25/2017 5:04:00 PM,0.00091009,0.00091009,0.00091009,0.00091009,801.63620357,0.72956109
6/25/2017 5:12:00 PM,0.00093785,0.00093786,0.00093786,0.00093785,1245.32228513,1.16792622
6/25/2017 5:19:00 PM,0.00093736,0.00093736,0.00093736,0.00093736,0.99750000,0.00093501
6/25/2017 5:38:00 PM,0.00091017,0.00093782,0.00093782,0.00091017,124.45044314,0.11366661
6/25/2017 5:40:00 PM,0.00093500,0.00093500,0.00093500,0.00093500,174.82093251,0.16345756
6/25/2017 5:41:00 PM,0.00092000,0.00091015,0.00092000,0.00091015,492.38273084,0.45148505
6/25/2017 5:53:00 PM,0.00092005,0.00092005,0.00092005,0.00092005,21.79229390,0.02005000
6/25/2017 6:05:00 PM,0.00092005,0.00092005,0.00092005,0.00092005,328.60000000,0.30232842
6/25/2017 6:35:00 PM,0.00093487,0.00093487,0.00093487,0.00093487,95.00000000,0.08881265
6/25/2017 6:55:00 PM,0.00093486,0.00093486,0.00093486,0.00093486,553.16127922,0.51712835
6/25/2017 7:03:00 PM,0.00093486,0.00093486,0.00093486,0.00093486,593.19411546,0.55455345
6/25/2017 7:04:00 PM,0.00093487,0.00093499,0.00093499,0.00093487,349.61280746,0.32686087
6/25/2017 7:05:00 PM,0.00093500,0.00093800,0.00093800,0.00093500,1758.01159041,1.64866458
6/25/2017 7:07:00 PM,0.00098987,0.00098987,0.00098987,0.00098987,227.47369422,0.22516938
6/25/2017 7:10:00 PM,0.00093520,0.00093520,0.00093520,0.00093520,20.00000000,0.01870400
6/25/2017 7:21:00 PM,0.00093758,0.00093758,0.00093758,0.00093758,45.73380000,0.04287909
6/25/2017 7:29:00 PM,0.00093809,0.00093809,0.00093809,0.00093809,2154.02230000,2.02066677
6/25/2017 7:33:00 PM,0.00097801,0.00097801,0.00097801,0.00097801,1019.15149826,0.99674035
6/25/2017 7:35:00 PM,0.00093821,0.00093820,0.00093821,0.00093820,2288.68290686,2.14725322
6/25/2017 7:43:00 PM,0.00093820,0.00093820,0.00093820,0.00093820,487.09725025,0.45699464
6/25/2017 8:01:00 PM,0.00093870,0.00093820,0.00093870,0.00093820,2284.41800000,2.14381207
6/25/2017 8:09:00 PM,0.00094000,0.00094000,0.00094000,0.00094000,172.65516405,0.16229585
6/25/2017 8:11:00 PM,0.00094000,0.00094000,0.00094000,0.00094000,2151.10766910,2.02204121
6/25/2017 8:27:00 PM,0.00094001,0.00094001,0.00094001,0.00094001,20.00000000,0.01880020
6/25/2017 8:33:00 PM,0.00094001,0.00093800,0.00094001,0.00093800,1067.23371787,1.00213780
6/25/2017 8:35:00 PM,0.00093800,0.00093600,0.00093800,0.00093600,2370.22857746,2.22090418
6/25/2017 8:36:00 PM,0.00093600,0.00093486,0.00093600,0.00093486,6004.54565711,5.61683214
6/25/2017 8:50:00 PM,0.00093800,0.00093800,0.00093800,0.00093800,221.49970836,0.20776672
6/25/2017 9:05:00 PM,0.00096519,0.00096519,0.00096519,0.00096519,354.00000000,0.34167726
6/25/2017 9:11:00 PM,0.00096600,0.00096597,0.00096600,0.00096597,1283.75737743,1.24008740
6/25/2017 9:13:00 PM,0.00096291,0.00096291,0.00096291,0.00096291,715.91950581,0.68936605
6/25/2017 9:22:00 PM,0.00095965,0.00095999,0.00095999,0.00095965,2171.84472069,2.08451276
6/25/2017 9:24:00 PM,0.00095997,0.00095997,0.00095997,0.00095997,500.00000000,0.47998500
6/25/2017 9:27:00 PM,0.00095997,0.00095997,0.00095997,0.00095997,1000.00000000,0.95997000
6/25/2017 9:35:00 PM,0.00094997,0.00094997,0.00094997,0.00094997,131.73399070,0.12514333
6/25/2017 9:38:00 PM,0.00095997,0.00095997,0.00095997,0.00095997,84.21318566,0.08084212
6/25/2017 9:42:00 PM,0.00095994,0.00095994,0.00095994,0.00095994,1039.07223602,0.99744700
6/25/2017 9:44:00 PM,0.00095994,0.00095994,0.00095994,0.00095994,504.01587598,0.48382500
6/25/2017 9:45:00 PM,0.00095994,0.00095994,0.00095994,0.00095994,3.12519531,0.00300000
6/25/2017 9:52:00 PM,0.00095989,0.00096600,0.00096600,0.00095989,1815.29632506,1.74803052
6/25/2017 10:15:00 PM,0.00098820,0.00098820,0.00098820,0.00098820,140.19909942,0.13854475
6/25/2017 10:22:00 PM,0.00098808,0.00098808,0.00098808,0.00098808,201.90059811,0.19949394
6/25/2017 10:23:00 PM,0.00096600,0.00096600,0.00096600,0.00096600,13.16928540,0.01272152
6/25/2017 10:28:00 PM,0.00096600,0.00096600,0.00096600,0.00096600,141.35663036,0.13655050
6/25/2017 10:35:00 PM,0.00096599,0.00096600,0.00096600,0.00096599,800.00000000,0.77279268
6/25/2017 10:39:00 PM,0.00096600,0.00093500,0.00096600,0.00093500,10163.04347826,9.66589517
6/25/2017 10:40:00 PM,0.00093501,0.00093501,0.00093501,0.00093501,111.44545276,0.10420261
6/25/2017 10:42:00 PM,0.00093501,0.00093486,0.00093501,0.00093486,5172.03085145,4.83542072
6/25/2017 10:43:00 PM,0.00093486,0.00093486,0.00093486,0.00093486,3195.19042552,2.98705571
6/25/2017 10:44:00 PM,0.00093486,0.00093486,0.00093486,0.00093486,5.10997448,0.00477711
6/25/2017 10:52:00 PM,0.00092192,0.00092192,0.00092192,0.00092192,30.00000000,0.02765760
